State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Sikkim,2018,1,East,12749,27.329005297,88.6098698391,Eastern Region
Sikkim,2018,1,South,3679,27.1709126829,88.3668023,Eastern Region
Sikkim,2018,1,West,2048,27.315686000131,88.237183386863,Eastern Region
Sikkim,2018,1,North,1575,27.504893699,88.53981499,Eastern Region
Sikkim,2018,2,East,17767,27.329005297,88.6098698391,Eastern Region
Sikkim,2018,2,South,5147,27.1709126829,88.3668023,Eastern Region
Sikkim,2018,2,West,2868,27.315686000131,88.237183386863,Eastern Region
Sikkim,2018,2,North,2315,27.504893699,88.53981499,Eastern Region
Sikkim,2018,3,East,23460,27.329005297,88.6098698391,Eastern Region
Sikkim,2018,3,South,6943,27.1709126829,88.3668023,Eastern Region
Sikkim,2018,3,West,4042,27.315686000131,88.237183386863,Eastern Region
Sikkim,2018,3,North,3192,27.504893699,88.53981499,Eastern Region
Sikkim,2018,4,East,29948,27.329005297,88.6098698391,Eastern Region
Sikkim,2018,4,South,8992,27.1709126829,88.3668023,Eastern Region
Sikkim,2018,4,West,5328,27.315686000131,88.237183386863,Eastern Region
Sikkim,2018,4,North,4270,27.504893699,88.53981499,Eastern Region
Sikkim,2019,1,East,36124,27.329005297,88.6098698391,Eastern Region
Sikkim,2019,1,South,11031,27.1709126829,88.3668023,Eastern Region
Sikkim,2019,1,West,6479,27.315686000131,88.237183386863,Eastern Region
Sikkim,2019,1,North,5322,27.504893699,88.53981499,Eastern Region
Sikkim,2019,2,East,43048,27.329005297,88.6098698391,Eastern Region
Sikkim,2019,2,South,13547,27.1709126829,88.3668023,Eastern Region
Sikkim,2019,2,West,8064,27.315686000131,88.237183386863,Eastern Region
Sikkim,2019,2,North,6340,27.504893699,88.53981499,Eastern Region
Sikkim,2019,3,East,49404,27.329005297,88.6098698391,Eastern Region
Sikkim,2019,3,South,16016,27.1709126829,88.3668023,Eastern Region
Sikkim,2019,3,West,9481,27.315686000131,88.237183386863,Eastern Region
Sikkim,2019,3,North,7227,27.504893699,88.53981499,Eastern Region
Sikkim,2019,4,East,55340,27.329005297,88.6098698391,Eastern Region
Sikkim,2019,4,South,18461,27.1709126829,88.3668023,Eastern Region
Sikkim,2019,4,West,11078,27.315686000131,88.237183386863,Eastern Region
Sikkim,2019,4,North,8093,27.504893699,88.53981499,Eastern Region
Sikkim,2020,1,East,61820,27.329005297,88.6098698391,Eastern Region
Sikkim,2020,1,South,21043,27.1709126829,88.3668023,Eastern Region
Sikkim,2020,1,West,12746,27.315686000131,88.237183386863,Eastern Region
Sikkim,2020,1,North,9022,27.504893699,88.53981499,Eastern Region
Sikkim,2020,2,East,69829,27.329005297,88.6098698391,Eastern Region
Sikkim,2020,2,South,24768,27.1709126829,88.3668023,Eastern Region
Sikkim,2020,2,West,15082,27.315686000131,88.237183386863,Eastern Region
Sikkim,2020,2,North,10242,27.504893699,88.53981499,Eastern Region
Sikkim,2020,3,East,78018,27.329005297,88.6098698391,Eastern Region
Sikkim,2020,3,South,28038,27.1709126829,88.3668023,Eastern Region
Sikkim,2020,3,West,17400,27.315686000131,88.237183386863,Eastern Region
Sikkim,2020,3,North,11317,27.504893699,88.53981499,Eastern Region
Sikkim,2020,4,East,85770,27.329005297,88.6098698391,Eastern Region
Sikkim,2020,4,South,31055,27.1709126829,88.3668023,Eastern Region
Sikkim,2020,4,West,19217,27.315686000131,88.237183386863,Eastern Region
Sikkim,2020,4,North,12501,27.504893699,88.53981499,Eastern Region
Sikkim,2021,1,East,92502,27.329005297,88.6098698391,Eastern Region
Sikkim,2021,1,South,33490,27.1709126829,88.3668023,Eastern Region
Sikkim,2021,1,West,20769,27.315686000131,88.237183386863,Eastern Region
Sikkim,2021,1,North,13452,27.504893699,88.53981499,Eastern Region
Sikkim,2021,2,East,99077,27.329005297,88.6098698391,Eastern Region
Sikkim,2021,2,South,35900,27.1709126829,88.3668023,Eastern Region
Sikkim,2021,2,West,22352,27.315686000131,88.237183386863,Eastern Region
Sikkim,2021,2,North,14411,27.504893699,88.53981499,Eastern Region
Sikkim,2021,3,East,106352,27.329005297,88.6098698391,Eastern Region
Sikkim,2021,3,South,38616,27.1709126829,88.3668023,Eastern Region
Sikkim,2021,3,West,24132,27.315686000131,88.237183386863,Eastern Region
Sikkim,2021,3,North,15593,27.504893699,88.53981499,Eastern Region
Sikkim,2021,4,East,113537,27.329005297,88.6098698391,Eastern Region
Sikkim,2021,4,South,41311,27.1709126829,88.3668023,Eastern Region
Sikkim,2021,4,West,25834,27.315686000131,88.237183386863,Eastern Region
Sikkim,2021,4,North,16725,27.504893699,88.53981499,Eastern Region
Sikkim,2022,1,East,120360,27.329005297,88.6098698391,Eastern Region
Sikkim,2022,1,South,43881,27.1709126829,88.3668023,Eastern Region
Sikkim,2022,1,West,27594,27.315686000131,88.237183386863,Eastern Region
Sikkim,2022,1,North,17781,27.504893699,88.53981499,Eastern Region
Sikkim,2022,2,East,126666,27.329005297,88.6098698391,Eastern Region
Sikkim,2022,2,South,46351,27.1709126829,88.3668023,Eastern Region
Sikkim,2022,2,West,29184,27.315686000131,88.237183386863,Eastern Region
Sikkim,2022,2,North,18793,27.504893699,88.53981499,Eastern Region
Sikkim,2022,3,East,133152,27.329005297,88.6098698391,Eastern Region
Sikkim,2022,3,South,48673,27.1709126829,88.3668023,Eastern Region
Sikkim,2022,3,West,30513,27.315686000131,88.237183386863,Eastern Region
Sikkim,2022,3,North,19687,27.504893699,88.53981499,Eastern Region
Sikkim,2022,4,East,139175,27.329005297,88.6098698391,Eastern Region
Sikkim,2022,4,South,50716,27.1709126829,88.3668023,Eastern Region
Sikkim,2022,4,West,31605,27.315686000131,88.237183386863,Eastern Region
Sikkim,2022,4,North,20472,27.504893699,88.53981499,Eastern Region
Sikkim,2023,1,East,145199,27.329005297,88.6098698391,Eastern Region
Sikkim,2023,1,South,52942,27.1709126829,88.3668023,Eastern Region
Sikkim,2023,1,West,32945,27.315686000131,88.237183386863,Eastern Region
Sikkim,2023,1,North,21354,27.504893699,88.53981499,Eastern Region
Sikkim,2023,2,East,150852,27.329005297,88.6098698391,Eastern Region
Sikkim,2023,2,South,55158,27.1709126829,88.3668023,Eastern Region
Sikkim,2023,2,West,34427,27.315686000131,88.237183386863,Eastern Region
Sikkim,2023,2,North,22291,27.504893699,88.53981499,Eastern Region
Sikkim,2023,3,East,156600,27.329005297,88.6098698391,Eastern Region
Sikkim,2023,3,South,57259,27.1709126829,88.3668023,Eastern Region
Sikkim,2023,3,West,35808,27.315686000131,88.237183386863,Eastern Region
Sikkim,2023,3,North,23162,27.504893699,88.53981499,Eastern Region
Sikkim,2023,4,East,162011,27.329005297,88.6098698391,Eastern Region
Sikkim,2023,4,South,59357,27.1709126829,88.3668023,Eastern Region
Sikkim,2023,4,West,37183,27.315686000131,88.237183386863,Eastern Region
Sikkim,2023,4,North,24024,27.504893699,88.53981499,Eastern Region
Sikkim,2024,1,East,168229,27.329005297,88.6098698391,Eastern Region
Sikkim,2024,1,South,61782,27.1709126829,88.3668023,Eastern Region
Sikkim,2024,1,West,38748,27.315686000131,88.237183386863,Eastern Region
Sikkim,2024,1,North,25062,27.504893699,88.53981499,Eastern Region
Sikkim,2024,2,East,174348,27.329005297,88.6098698391,Eastern Region
Sikkim,2024,2,South,64133,27.1709126829,88.3668023,Eastern Region
Sikkim,2024,2,West,40197,27.315686000131,88.237183386863,Eastern Region
Sikkim,2024,2,North,25972,27.504893699,88.53981499,Eastern Region
Sikkim,2024,3,Gangtok,140362,,,Eastern Region
Sikkim,2024,3,Namchi,56951,,,Eastern Region
Sikkim,2024,3,Pakyong,50399,,,Eastern Region
Sikkim,2024,3,Mangan,24207,,,Eastern Region
Sikkim,2024,3,Gyalshing,23625,,,Eastern Region
Sikkim,2024,3,Soreng,16767,,,Eastern Region
Sikkim,2024,4,Gangtok,143928,,,Eastern Region
Sikkim,2024,4,Namchi,58886,,,Eastern Region
Sikkim,2024,4,Pakyong,51773,,,Eastern Region
Sikkim,2024,4,Gyalshing,24563,,,Eastern Region
Sikkim,2024,4,Mangan,24321,,,Eastern Region
Sikkim,2024,4,Soreng,17277,,,Eastern Region
Tamil Nadu,2018,1,Chennai,292004,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2018,1,Thiruvallur,215622,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2018,1,Chengalpattu,215210,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2018,1,Coimbatore,170306,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2018,1,Kancheepuram,136352,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2018,1,Salem,88288,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2018,1,Tiruppur,87652,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2018,1,Madurai,72582,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2018,1,Krishnagiri,66958,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2018,1,Tiruchirappalli,62230,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2018,2,Chennai,401349,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2018,2,Thiruvallur,300210,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2018,2,Chengalpattu,292432,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2018,2,Coimbatore,244374,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2018,2,Kancheepuram,188583,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2018,2,Tiruppur,128535,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2018,2,Salem,126830,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2018,2,Madurai,105957,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2018,2,Krishnagiri,96842,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2018,2,Tiruchirappalli,91156,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2018,3,Chennai,511138,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2018,3,Thiruvallur,381620,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2018,3,Chengalpattu,368413,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2018,3,Coimbatore,318461,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2018,3,Kancheepuram,239985,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2018,3,Tiruppur,172195,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2018,3,Salem,164489,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2018,3,Madurai,138064,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2018,3,Krishnagiri,128769,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2018,3,Tiruchirappalli,119661,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2018,4,Chennai,689276,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2018,4,Thiruvallur,514830,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2018,4,Chengalpattu,483785,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2018,4,Coimbatore,415090,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2018,4,Kancheepuram,318007,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2018,4,Tiruppur,227253,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2018,4,Salem,215365,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2018,4,Madurai,183206,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2018,4,Krishnagiri,172743,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2018,4,Tiruchirappalli,160006,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2019,1,Chennai,830586,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2019,1,Thiruvallur,625908,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2019,1,Chengalpattu,578045,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2019,1,Coimbatore,495350,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2019,1,Kancheepuram,385091,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2019,1,Tiruppur,273869,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2019,1,Salem,257624,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2019,1,Madurai,224783,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2019,1,Krishnagiri,212859,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2019,1,Tiruchirappalli,193798,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2019,2,Chennai,969955,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2019,2,Thiruvallur,733978,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2019,2,Chengalpattu,667137,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2019,2,Coimbatore,584160,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2019,2,Kancheepuram,447527,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2019,2,Tiruppur,324350,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2019,2,Salem,302033,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2019,2,Madurai,268420,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2019,2,Krishnagiri,252986,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2019,2,Tiruchirappalli,229886,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2019,3,Chennai,1090190,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2019,3,Thiruvallur,828137,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2019,3,Chengalpattu,744424,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2019,3,Coimbatore,669547,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2019,3,Kancheepuram,503192,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2019,3,Tiruppur,371296,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2019,3,Salem,342259,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2019,3,Madurai,305793,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2019,3,Krishnagiri,290478,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2019,3,Tiruchirappalli,261919,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2019,4,Chennai,1216610,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2019,4,Thiruvallur,934744,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2019,4,Chengalpattu,829575,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2019,4,Coimbatore,767480,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2019,4,Kancheepuram,564806,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2019,4,Tiruppur,427694,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2019,4,Salem,390301,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2019,4,Madurai,351234,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2019,4,Krishnagiri,335178,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2019,4,Tiruchirappalli,299366,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2020,1,Chennai,1340762,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2020,1,Thiruvallur,1041642,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2020,1,Chengalpattu,912587,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2020,1,Coimbatore,868832,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2020,1,Kancheepuram,626872,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2020,1,Tiruppur,488697,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2020,1,Salem,442045,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2020,1,Madurai,402474,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2020,1,Krishnagiri,379857,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2020,1,Tiruchirappalli,339829,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2020,2,Chennai,1436722,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2020,2,Thiruvallur,1140330,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2020,2,Chengalpattu,979769,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2020,2,Coimbatore,958191,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2020,2,Kancheepuram,678899,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2020,2,Tiruppur,550609,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2020,2,Salem,499360,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2020,2,Madurai,456527,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2020,2,Krishnagiri,424184,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2020,2,Tiruchirappalli,383178,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2020,3,Chennai,1566152,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2020,3,Thiruvallur,1260923,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2020,3,Coimbatore,1073680,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2020,3,Chengalpattu,1064263,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2020,3,Kancheepuram,744437,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2020,3,Tiruppur,625391,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2020,3,Salem,564858,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2020,3,Madurai,516447,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2020,3,Krishnagiri,480568,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2020,3,Tiruchirappalli,433221,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2020,4,Chennai,1731527,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2020,4,Thiruvallur,1408348,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2020,4,Coimbatore,1205249,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2020,4,Chengalpattu,1170720,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2020,4,Kancheepuram,829207,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2020,4,Tiruppur,710489,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2020,4,Salem,638883,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2020,4,Madurai,582252,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2020,4,Krishnagiri,545815,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2020,4,Tiruchirappalli,487716,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2021,1,Chennai,1865001,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2021,1,Thiruvallur,1522407,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2021,1,Coimbatore,1304141,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2021,1,Chengalpattu,1259678,12.636245,80.0653519331311,Southern Region
Tamil Nadu,2021,1,Kancheepuram,895950,12.87960515,79.70427615297989,Southern Region
Tamil Nadu,2021,1,Tiruppur,772074,10.791526650000002,77.53254662905589,Southern Region
Tamil Nadu,2021,1,Salem,693137,11.64696155,78.21069575456464,Southern Region
Tamil Nadu,2021,1,Madurai,630685,9.9369266,78.00782300920798,Southern Region
Tamil Nadu,2021,1,Krishnagiri,592655,12.5150555,78.00762134333985,Southern Region
Tamil Nadu,2021,1,Tiruchirappalli,527667,10.85046075,78.72453299229292,Southern Region
Tamil Nadu,2021,2,Chennai,1988355,13.05843605,80.23610502517248,Southern Region
Tamil Nadu,2021,2,Thiruvallur,1626966,13.2533992,80.05462674586394,Southern Region
Tamil Nadu,2021,2,Coimbatore,1393621,10.81357895,77.0797776943048,Southern Region
Tamil Nadu,2021,2,Chengalpattu,1344163,12.636245,80.0653519331311,Southern Region
